"This product will be automatically pre-selected on the configurable page at the frontend.","This product will be automatically pre-selected on the configurable page at the frontend."
"Default Simple Product ID","Default Simple Product ID"
"Default Configurable Pre-Select","Default Configurable Pre-Select"
